match_id,split
7644447683,excluded by pro_n_threshold
8221353876,excluded by pro_n_threshold
7155807830,excluded by pro_n_threshold
7418713005,excluded by pro_n_threshold
7881928624,excluded by pro_n_threshold
7102278085,latent_skill_model
7255961377,excluded by pro_n_threshold
7239817773,excluded by pro_n_threshold
8311066630,excluded by pro_n_threshold
8291686432,excluded by pro_n_threshold
8045192136,excluded by pro_n_threshold
7610156259,excluded by pro_n_threshold
7691507348,excluded by pro_n_threshold
7793838318,excluded by pro_n_threshold
7834078813,excluded by pro_n_threshold
8182190353,excluded by pro_n_threshold
7281021050,excluded by pro_n_threshold
7467406588,latent_skill_model
7115496899,latent_skill_model
8147630590,excluded by pro_n_threshold
7664560408,latent_skill_model
8328814119,excluded by pro_n_threshold
8031679840,excluded by pro_n_threshold
8188558000,excluded by pro_n_threshold
7951024820,excluded by pro_n_threshold
8318108736,excluded by pro_n_threshold
8233735592,excluded by pro_n_threshold
7553373054,excluded by pro_n_threshold
7200762026,excluded by pro_n_threshold
8367253718,excluded by date cutoff
7981997041,latent_skill_model
7957873593,excluded by pro_n_threshold
7130539747,latent_skill_model
7771269524,excluded by pro_n_threshold
7868896437,excluded by pro_n_threshold
8359074406,excluded by pro_n_threshold
7881677439,latent_skill_model
7856338586,excluded by pro_n_threshold
8325055666,excluded by pro_n_threshold
8247292098,excluded by pro_n_threshold
7805170378,excluded by pro_n_threshold
7251230749,latent_skill_model
7171599553,excluded by pro_n_threshold
7847876582,excluded by pro_n_threshold
7348146379,excluded by pro_n_threshold
7990270597,excluded by pro_n_threshold
8172657195,excluded by pro_n_threshold
7195372856,excluded by pro_n_threshold
8385869114,excluded by pro_n_threshold
7498254707,excluded by pro_n_threshold
7723879292,excluded by pro_n_threshold
8314199601,excluded by pro_n_threshold
7253091585,excluded by pro_n_threshold
7776369855,excluded by pro_n_threshold
8265281674,excluded by pro_n_threshold
7253685856,latent_skill_model
7614749518,excluded by pro_n_threshold
8132139691,excluded by pro_n_threshold
8238804426,excluded by pro_n_threshold
8321796909,excluded by pro_n_threshold
8382053581,excluded by pro_n_threshold
8207034996,excluded by pro_n_threshold
8044304028,excluded by pro_n_threshold
7687013166,excluded by pro_n_threshold
8056592315,excluded by pro_n_threshold
7337427999,excluded by pro_n_threshold
7518653890,excluded by pro_n_threshold
7408772623,excluded by pro_n_threshold
7123587850,latent_skill_model
7571028483,excluded by pro_n_threshold
8146479774,excluded by pro_n_threshold
8122782710,latent_skill_model
8336871202,excluded by pro_n_threshold
7219845923,latent_skill_model
7552758453,excluded by pro_n_threshold
7644672501,latent_skill_model
7240466542,excluded by pro_n_threshold
7164622280,excluded by pro_n_threshold
7711751527,excluded by pro_n_threshold
8367156410,excluded by pro_n_threshold
8139129563,excluded by pro_n_threshold
7460937941,latent_skill_model
7117174952,excluded by pro_n_threshold
7394093377,excluded by pro_n_threshold
7700532797,latent_skill_model
7798268697,excluded by pro_n_threshold
7814255750,latent_skill_model
8226233209,excluded by pro_n_threshold
8024633870,excluded by pro_n_threshold
7693830980,latent_skill_model
8323751175,excluded by date cutoff
7669371989,excluded by pro_n_threshold
8322352439,excluded by date cutoff
8132366099,latent_skill_model
8298096774,excluded by pro_n_threshold
8402367253,excluded by pro_n_threshold
7681926361,excluded by pro_n_threshold
7292796005,excluded by pro_n_threshold
7181117627,latent_skill_model
8195759274,excluded by pro_n_threshold
7612975131,latent_skill_model
7964240233,latent_skill_model
8034131650,excluded by pro_n_threshold
7390896119,latent_skill_model
7371011429,excluded by pro_n_threshold
7100648799,excluded by pro_n_threshold
7380377685,latent_skill_model
7439413019,excluded by pro_n_threshold
7341558126,excluded by pro_n_threshold
7681873126,excluded by pro_n_threshold
8413636090,excluded by pro_n_threshold
7269379345,excluded by pro_n_threshold
7103994728,excluded by pro_n_threshold
7434763588,excluded by pro_n_threshold
8279652719,excluded by pro_n_threshold
8078791352,excluded by pro_n_threshold
7166313202,excluded by pro_n_threshold
8254289825,excluded by pro_n_threshold
7615887364,latent_skill_model
7226041051,latent_skill_model
7231898996,excluded by pro_n_threshold
7142123827,latent_skill_model
7283169433,latent_skill_model
7952923599,excluded by pro_n_threshold
7349489179,excluded by pro_n_threshold
7727109268,latent_skill_model
7529507294,excluded by pro_n_threshold
7435320432,excluded by pro_n_threshold
7909631688,excluded by pro_n_threshold
7241058752,excluded by pro_n_threshold
7435948772,excluded by pro_n_threshold
7198275132,excluded by pro_n_threshold
8368863606,excluded by pro_n_threshold
8360852028,excluded by pro_n_threshold
8328756135,excluded by date cutoff
8071008440,excluded by pro_n_threshold
8232964801,excluded by pro_n_threshold
7302864611,latent_skill_model
7332519079,excluded by pro_n_threshold
8183505164,excluded by pro_n_threshold
8320515372,excluded by pro_n_threshold
7195993121,latent_skill_model
7655053033,excluded by pro_n_threshold
7394201970,excluded by pro_n_threshold
8360095157,excluded by pro_n_threshold
7698916654,latent_skill_model
7829176100,latent_skill_model
8394932489,excluded by pro_n_threshold
7866024525,excluded by pro_n_threshold
7294698640,excluded by pro_n_threshold
8126736800,latent_skill_model
7614573424,latent_skill_model
8042236922,excluded by pro_n_threshold
7761374359,excluded by pro_n_threshold
7219895838,excluded by pro_n_threshold
7293700539,excluded by pro_n_threshold
7851989660,excluded by pro_n_threshold
7945391656,excluded by pro_n_threshold
7279563427,excluded by pro_n_threshold
8109564760,excluded by pro_n_threshold
8197245823,excluded by pro_n_threshold
7886761928,latent_skill_model
7207425555,excluded by pro_n_threshold
7998993956,excluded by pro_n_threshold
7144485018,excluded by pro_n_threshold
7428163845,excluded by pro_n_threshold
8309170991,excluded by pro_n_threshold
8042185118,excluded by pro_n_threshold
8119988738,latent_skill_model
7779618287,excluded by pro_n_threshold
7926070981,excluded by pro_n_threshold
7620317023,latent_skill_model
7406084381,excluded by pro_n_threshold
7964763581,excluded by pro_n_threshold
7220856831,excluded by pro_n_threshold
8261079483,latent_skill_model
7587585409,excluded by pro_n_threshold
8388600512,excluded by pro_n_threshold
8240539339,excluded by pro_n_threshold
7624499802,excluded by pro_n_threshold
7260871324,excluded by pro_n_threshold
7127254459,excluded by pro_n_threshold
8404079330,excluded by pro_n_threshold
7090104798,latent_skill_model
7385574178,excluded by pro_n_threshold
7443337902,latent_skill_model
7213882342,latent_skill_model
8193668359,excluded by pro_n_threshold
7999044282,excluded by pro_n_threshold
7656282676,excluded by pro_n_threshold
8414609514,excluded by pro_n_threshold
7266995031,latent_skill_model
8067025914,latent_skill_model
8248476814,latent_skill_model
7353447078,excluded by pro_n_threshold
8244288529,excluded by pro_n_threshold
7163509831,latent_skill_model
7532610788,excluded by pro_n_threshold
7633160448,latent_skill_model
7655399932,excluded by pro_n_threshold
7501341327,excluded by pro_n_threshold
7949737022,excluded by pro_n_threshold
8339378081,excluded by pro_n_threshold
8227203504,excluded by pro_n_threshold
7926464906,latent_skill_model
7453173472,latent_skill_model
7706257513,excluded by pro_n_threshold
7583581720,excluded by pro_n_threshold
7830348828,excluded by pro_n_threshold
8231677929,excluded by pro_n_threshold
7311327162,latent_skill_model
8300012909,excluded by pro_n_threshold
8294042776,excluded by pro_n_threshold
7219184187,excluded by pro_n_threshold
7748017308,excluded by pro_n_threshold
7271885276,excluded by pro_n_threshold
7744256334,excluded by pro_n_threshold
8323861955,excluded by date cutoff
8066032611,excluded by pro_n_threshold
7374692403,excluded by pro_n_threshold
8139316556,latent_skill_model
7939597969,excluded by pro_n_threshold
7466867338,excluded by pro_n_threshold
7860727206,excluded by pro_n_threshold
8114396929,excluded by pro_n_threshold
7970544254,excluded by pro_n_threshold
7196791181,excluded by pro_n_threshold
7428906258,excluded by pro_n_threshold
8278344760,excluded by pro_n_threshold
8079380191,excluded by pro_n_threshold
7525586642,excluded by pro_n_threshold
7164115814,excluded by pro_n_threshold
8327632578,excluded by date cutoff
8411816992,excluded by pro_n_threshold
7207691832,excluded by pro_n_threshold
7259924686,excluded by pro_n_threshold
7255023281,latent_skill_model
8382791825,excluded by pro_n_threshold
7966000797,excluded by pro_n_threshold
7348055866,excluded by pro_n_threshold
8320422828,excluded by pro_n_threshold
7992049210,excluded by pro_n_threshold
7277887602,latent_skill_model
7898316642,latent_skill_model
8283643688,excluded by pro_n_threshold
8358092694,excluded by pro_n_threshold
7115096341,excluded by pro_n_threshold
7247923182,latent_skill_model
7800498074,excluded by pro_n_threshold
7678260291,excluded by pro_n_threshold
8262851694,excluded by pro_n_threshold
8415036519,excluded by pro_n_threshold
8302886147,latent_skill_model
7983901516,excluded by pro_n_threshold
7559830742,excluded by pro_n_threshold
7918150004,latent_skill_model
8242329237,excluded by pro_n_threshold
7331927765,latent_skill_model
7295518549,excluded by pro_n_threshold
7795269721,excluded by pro_n_threshold
7382316646,latent_skill_model
7551077166,excluded by pro_n_threshold
7972450721,excluded by pro_n_threshold
8393807769,excluded by pro_n_threshold
7533002537,excluded by pro_n_threshold
7154256161,excluded by pro_n_threshold
7751172990,excluded by pro_n_threshold
8059990814,excluded by pro_n_threshold
8284786516,excluded by pro_n_threshold
7111155058,excluded by pro_n_threshold
8397301147,excluded by pro_n_threshold
8326636297,excluded by pro_n_threshold
7198890383,excluded by pro_n_threshold
8247181765,excluded by pro_n_threshold
8003269286,excluded by pro_n_threshold
7459028484,excluded by pro_n_threshold
7407002754,excluded by pro_n_threshold
7181422154,excluded by pro_n_threshold
7746392523,excluded by pro_n_threshold
7918603148,excluded by pro_n_threshold
8237918965,latent_skill_model
7739752460,excluded by pro_n_threshold
7253674306,excluded by pro_n_threshold
7156136264,excluded by pro_n_threshold
7430319395,latent_skill_model
7620197730,excluded by pro_n_threshold
7950437105,excluded by pro_n_threshold
7455437084,excluded by pro_n_threshold
7872837591,excluded by pro_n_threshold
7083648433,latent_skill_model
7726749048,excluded by pro_n_threshold
7834491694,excluded by pro_n_threshold
8333822803,excluded by pro_n_threshold
8164542100,latent_skill_model
7899565671,excluded by pro_n_threshold
7064179598,excluded by pro_n_threshold
7740976363,excluded by pro_n_threshold
8002855586,excluded by pro_n_threshold
7398602187,excluded by pro_n_threshold
7497293305,latent_skill_model
7441596676,latent_skill_model
7799812541,latent_skill_model
8368654992,excluded by pro_n_threshold
7392260796,excluded by pro_n_threshold
7085408879,latent_skill_model
7151795741,excluded by pro_n_threshold
7452811650,excluded by pro_n_threshold
7671507528,latent_skill_model
7753497986,excluded by pro_n_threshold
7600675052,excluded by pro_n_threshold
7096997823,latent_skill_model
7607461619,excluded by pro_n_threshold
7645402938,excluded by pro_n_threshold
7744813911,latent_skill_model
8237583486,excluded by pro_n_threshold
7278488481,latent_skill_model
7760622109,latent_skill_model
7451839712,latent_skill_model
7878437471,latent_skill_model
7916120447,excluded by pro_n_threshold
8265466619,excluded by pro_n_threshold
7337656714,excluded by pro_n_threshold
7430116829,excluded by pro_n_threshold
7072531378,latent_skill_model
7234253816,excluded by pro_n_threshold
7083485285,excluded by pro_n_threshold
7881188888,excluded by pro_n_threshold
7094846871,latent_skill_model
7323273676,latent_skill_model
7176456517,excluded by pro_n_threshold
7263279699,excluded by pro_n_threshold
8295101513,excluded by pro_n_threshold
7321596027,excluded by pro_n_threshold
7094323021,excluded by pro_n_threshold
7740196210,excluded by pro_n_threshold
8394870509,excluded by pro_n_threshold
7753433463,excluded by pro_n_threshold
7787906993,excluded by pro_n_threshold
7939082154,excluded by pro_n_threshold
7328384069,excluded by pro_n_threshold
8046105707,excluded by pro_n_threshold
7778114044,excluded by pro_n_threshold
7802204131,excluded by pro_n_threshold
8377303460,excluded by pro_n_threshold
8049495194,excluded by pro_n_threshold
8388996063,excluded by pro_n_threshold
7480980391,latent_skill_model
7305241150,latent_skill_model
8404843561,excluded by pro_n_threshold
7175052615,excluded by pro_n_threshold
7220296489,latent_skill_model
8115075771,excluded by pro_n_threshold
7149341533,excluded by pro_n_threshold
7369692614,excluded by pro_n_threshold
7760669618,excluded by pro_n_threshold
7530356049,excluded by pro_n_threshold
7498717171,excluded by pro_n_threshold
7672700582,excluded by pro_n_threshold
7185666602,excluded by pro_n_threshold
7462217425,excluded by pro_n_threshold
7230590402,latent_skill_model
7467986971,excluded by pro_n_threshold
7219496743,excluded by pro_n_threshold
7698541953,excluded by pro_n_threshold
8367395446,excluded by pro_n_threshold
7098138020,excluded by pro_n_threshold
7749786294,excluded by pro_n_threshold
7917508617,excluded by pro_n_threshold
7400026016,excluded by pro_n_threshold
8246307237,latent_skill_model
7872366932,excluded by pro_n_threshold
7078493150,excluded by pro_n_threshold
8172668232,latent_skill_model
7651212110,excluded by pro_n_threshold
7359862501,excluded by pro_n_threshold
7923543296,excluded by pro_n_threshold
7711907820,excluded by pro_n_threshold
7147328944,latent_skill_model
7657361916,latent_skill_model
7698839777,excluded by pro_n_threshold
7960056470,latent_skill_model
7796103873,excluded by pro_n_threshold
7191169487,excluded by pro_n_threshold
7583124505,excluded by pro_n_threshold
8082925992,latent_skill_model
7180887003,excluded by pro_n_threshold
7247842020,excluded by pro_n_threshold
7321608848,excluded by pro_n_threshold
7068713807,excluded by pro_n_threshold
7785799245,excluded by pro_n_threshold
7577081854,excluded by pro_n_threshold
7217786497,excluded by pro_n_threshold
8111669295,excluded by pro_n_threshold
8129516230,excluded by pro_n_threshold
7746456878,excluded by pro_n_threshold
7979328438,excluded by pro_n_threshold
7626339920,excluded by pro_n_threshold
7921716727,excluded by pro_n_threshold
7869124164,latent_skill_model
7348054429,latent_skill_model
7496738238,excluded by pro_n_threshold
8046475288,excluded by pro_n_threshold
7742378951,latent_skill_model
7300549684,latent_skill_model
8237771327,latent_skill_model
7934912083,excluded by pro_n_threshold
7116261857,excluded by pro_n_threshold
7814283426,latent_skill_model
7549790865,excluded by pro_n_threshold
7233228709,excluded by pro_n_threshold
7623259961,excluded by pro_n_threshold
8094441178,excluded by pro_n_threshold
7838531796,excluded by pro_n_threshold
7318181557,excluded by pro_n_threshold
7084831763,excluded by pro_n_threshold
7485693501,excluded by pro_n_threshold
7875191449,excluded by pro_n_threshold
7985914025,excluded by pro_n_threshold
8308860629,latent_skill_model
7391585748,latent_skill_model
7252167499,excluded by pro_n_threshold
7196893936,excluded by pro_n_threshold
7359504358,excluded by pro_n_threshold
7230813044,excluded by pro_n_threshold
8315204650,excluded by pro_n_threshold
8400870297,excluded by pro_n_threshold
7133752885,excluded by pro_n_threshold
7965419071,latent_skill_model
7563191436,excluded by pro_n_threshold
8227075404,excluded by pro_n_threshold
7231289768,excluded by pro_n_threshold
7122817128,excluded by pro_n_threshold
7246127633,excluded by pro_n_threshold
7776188509,latent_skill_model
7290046388,excluded by pro_n_threshold
7104729939,excluded by pro_n_threshold
7611661693,excluded by pro_n_threshold
7258737007,excluded by pro_n_threshold
8350318918,excluded by pro_n_threshold
8213295831,excluded by pro_n_threshold
7138312469,excluded by pro_n_threshold
7366183874,excluded by pro_n_threshold
8040978447,excluded by pro_n_threshold
7586016207,excluded by pro_n_threshold
7962544911,excluded by pro_n_threshold
7747061595,latent_skill_model
7936352608,excluded by pro_n_threshold
8415448816,excluded by pro_n_threshold
7183540429,excluded by pro_n_threshold
8126132822,excluded by pro_n_threshold
7252626819,latent_skill_model
7553088582,excluded by pro_n_threshold
8331121376,excluded by date cutoff
7786462885,excluded by pro_n_threshold
7341589106,excluded by pro_n_threshold
7195520394,latent_skill_model
8117268536,latent_skill_model
7542433932,excluded by pro_n_threshold
7456160602,latent_skill_model
7806161059,excluded by pro_n_threshold
7865684745,excluded by pro_n_threshold
7839827179,excluded by pro_n_threshold
7829716894,excluded by pro_n_threshold
8200517540,excluded by pro_n_threshold
7978813381,latent_skill_model
8367506206,excluded by date cutoff
7421714151,excluded by pro_n_threshold
8202869633,excluded by pro_n_threshold
7159703751,excluded by pro_n_threshold
7229267623,excluded by pro_n_threshold
8407588635,excluded by pro_n_threshold
8277101664,excluded by pro_n_threshold
7182113871,excluded by pro_n_threshold
7781914927,excluded by pro_n_threshold
7401717514,excluded by pro_n_threshold
7090543489,latent_skill_model
7834201473,excluded by pro_n_threshold
7800294015,excluded by pro_n_threshold
8132405432,latent_skill_model
7960261153,excluded by pro_n_threshold
7208668824,excluded by pro_n_threshold
8205497202,latent_skill_model
8202863178,latent_skill_model
8333876638,excluded by pro_n_threshold
8036936774,latent_skill_model
8175524675,latent_skill_model
8069926395,excluded by pro_n_threshold
8288862724,excluded by pro_n_threshold
8032028728,excluded by pro_n_threshold
7335323550,excluded by pro_n_threshold
7336125871,excluded by pro_n_threshold
8248801148,excluded by pro_n_threshold
7157004809,excluded by pro_n_threshold
7226265935,excluded by pro_n_threshold
7482951657,excluded by pro_n_threshold
7884057108,excluded by pro_n_threshold
7189573972,excluded by pro_n_threshold
7677333137,excluded by pro_n_threshold
8146989720,excluded by pro_n_threshold
8415972157,excluded by pro_n_threshold
7158878018,excluded by pro_n_threshold
7863586845,excluded by pro_n_threshold
7887526268,latent_skill_model
8150685461,excluded by pro_n_threshold
7972445566,latent_skill_model
8176421766,latent_skill_model
8329029178,excluded by pro_n_threshold
7484122911,excluded by pro_n_threshold
7800925345,latent_skill_model
8049748618,excluded by pro_n_threshold
